datetime,open,high,low,close,volume
2024-08-01 08:00:00,234.47,234.49,234.47,234.49,749
2024-08-01 08:10:00,232.0,232.0,232.0,232.0,647
2024-08-01 08:20:00,232.0,232.0,232.0,232.0,544
2024-08-01 08:40:00,232.12,232.12,232.12,232.12,303
2024-08-01 10:00:00,232.6,232.6,232.6,232.6,981
2024-08-01 11:00:00,232.75,232.75,232.5,232.5,1339
2024-08-01 11:10:00,232.85,232.99,232.85,232.99,657
2024-08-01 11:20:00,232.99,233.29,232.93,233.29,2839
2024-08-01 11:40:00,233.49,233.74,233.49,233.7,1739
2024-08-01 11:50:00,233.4,233.4,233.4,233.4,133
2024-08-01 12:00:00,232.5,234.9,232.3,233.7,68691
2024-08-01 12:10:00,233.65,234.5,233.65,234.5,6451
2024-08-01 12:20:00,234.5,234.8951,233.7181,234.0,4021
2024-08-01 12:30:00,234.6,236.2,234.6,235.5,23700
2024-08-01 12:40:00,235.378,235.378,234.3,234.3,17443
2024-08-01 12:50:00,234.4126,234.9,234.4126,234.6,4255
2024-08-01 13:00:00,234.3,234.9,234.0,234.0,4155
2024-08-01 13:10:00,233.99,234.0,233.25,233.25,4642
2024-08-01 13:20:00,233.79,233.79,231.99,232.0,12291
2024-08-01 13:30:00,232.0,232.2,227.2123,230.02,583791
2024-08-01 13:40:00,230.16,230.36,228.29,230.1332,441827
2024-08-01 13:50:00,230.175,230.39,228.79,229.7,334712
2024-08-01 14:00:00,229.47,229.6299,228.1501,228.79,225640
2024-08-01 14:10:00,228.795,229.33,226.8701,227.2187,286564
2024-08-01 14:20:00,227.125,227.25,225.11,225.52,524712
2024-08-01 14:30:00,225.46,228.57,225.33,228.5,498721
2024-08-01 14:40:00,228.54,228.76,227.0944,227.8,231921
2024-08-01 14:50:00,227.8,228.1,226.3,226.517,188971
2024-08-01 15:00:00,226.605,226.94,224.2501,225.85,377373
2024-08-01 15:10:00,225.85,227.21,225.84,226.7501,455072
2024-08-01 15:20:00,226.95,227.19,226.0423,226.5,159961
2024-08-01 15:30:00,226.3,226.83,225.0583,225.56,142601
2024-08-01 15:40:00,225.705,225.705,224.57,225.23,155635
2024-08-01 15:50:00,225.24,226.83,225.13,226.5,146914
2024-08-01 16:00:00,226.465,227.94,226.2,227.5,184065
2024-08-01 16:10:00,227.55,227.86,226.82,226.915,134575
2024-08-01 16:20:00,226.99,227.05,225.66,226.54,167609
2024-08-01 16:30:00,226.625,226.6442,225.525,225.53,89663
2024-08-01 16:40:00,225.475,226.3,224.79,226.11,149875
2024-08-01 16:50:00,226.105,226.105,224.95,225.195,100812
2024-08-01 17:00:00,225.107,225.3599,223.81,224.3138,147048
2024-08-01 17:10:00,224.17,224.4852,223.46,224.1186,164200
2024-08-01 17:20:00,224.09,224.3058,223.28,223.7549,150443
2024-08-01 17:30:00,223.89,224.12,222.46,222.4999,142326
2024-08-01 17:40:00,222.4101,222.91,221.8,222.52,223503
2024-08-01 17:50:00,222.43,223.3547,222.03,223.3412,193428
2024-08-01 18:00:00,223.3,223.635,222.6865,222.745,109651
2024-08-01 18:10:00,222.81,223.11,222.25,222.4875,108208
2024-08-01 18:20:00,222.53,223.415,222.3,222.77,96954
2024-08-01 18:30:00,222.81,222.83,221.9,221.935,123115
2024-08-01 18:40:00,221.96,222.46,221.66,221.775,120747
2024-08-01 18:50:00,221.76,222.98,221.76,222.53,140489
2024-08-01 19:00:00,222.45,222.94,221.95,222.265,131274
2024-08-01 19:10:00,222.3799,223.4,222.18,223.1527,150751
2024-08-01 19:20:00,223.12,223.6,222.89,223.47,159518
2024-08-01 19:30:00,223.62,224.2299,222.89,223.43,204395
2024-08-01 19:40:00,223.47,223.58,222.25,223.41,254370
2024-08-01 19:50:00,223.5,224.57,223.495,224.25,690164
2024-08-01 20:00:00,224.22,224.49,222.5,222.5,42693
2024-08-01 20:10:00,222.38,224.22,222.17,222.5,6151
2024-08-01 20:20:00,222.5,222.5,222.0,222.01,12271
2024-08-01 20:30:00,222.0,222.01,221.5,221.7599,4660
2024-08-01 20:40:00,221.5,221.65,221.45,221.65,2566
2024-08-01 20:50:00,221.21,224.22,221.21,221.8,72431
2024-08-01 21:00:00,221.8,221.8,221.5,221.55,7962
2024-08-01 21:10:00,224.22,224.22,221.6,221.6,17574
2024-08-01 21:20:00,221.5,221.5,221.07,221.07,7070
2024-08-01 21:30:00,221.2,221.2,221.08,221.08,2676
2024-08-01 21:40:00,221.02,221.02,220.9027,220.9027,3116
2024-08-01 21:50:00,220.75,220.75,220.75,220.75,1201
2024-08-01 22:00:00,220.56,224.22,220.56,220.56,2124
2024-08-01 22:10:00,220.5601,220.84,220.5601,220.84,885
2024-08-01 22:20:00,220.56,220.83,220.52,220.75,1046
2024-08-01 22:30:00,220.61,220.75,220.61,220.65,847
2024-08-01 22:40:00,220.7351,220.75,220.0,220.5053,3859
2024-08-01 22:50:00,220.25,220.37,220.0,220.37,2325
2024-08-01 23:00:00,220.01,220.7,220.01,220.7,2786
2024-08-01 23:10:00,221.16,221.5,221.0,221.0,2666
2024-08-01 23:20:00,221.0,221.0,220.5,220.5,2952
2024-08-01 23:30:00,220.76,220.99,220.76,220.99,1105
2024-08-01 23:40:00,221.2,221.47,221.0,221.2998,1909
2024-08-01 23:50:00,221.2,221.2001,221.0,221.0,3215
2024-08-02 08:00:00,217.74,220.0,217.74,217.9,4526
2024-08-02 08:10:00,218.0,218.35,218.0,218.35,1316
2024-08-02 08:20:00,218.01,218.07,218.0,218.01,1705
2024-08-02 08:30:00,218.6,218.79,218.6,218.79,651
2024-08-02 08:40:00,218.21,218.55,218.21,218.55,633
2024-08-02 08:50:00,218.51,218.51,218.51,218.51,457
2024-08-02 09:30:00,218.2,218.2,218.2,218.2,644
2024-08-02 10:00:00,218.2,218.2,218.0,218.0,2074
2024-08-02 10:10:00,218.0,218.55,218.0,218.55,2506
2024-08-02 10:20:00,218.24,218.24,218.11,218.2,1453
2024-08-02 10:30:00,218.67,218.67,218.67,218.67,256
2024-08-02 10:40:00,218.79,218.79,218.79,218.79,314
2024-08-02 10:50:00,219.0,219.0,219.0,219.0,1552
2024-08-02 11:00:00,219.8,219.8,219.05,219.3,7173
2024-08-02 11:10:00,219.4,219.4,219.03,219.03,4629
2024-08-02 11:20:00,218.99,218.99,218.72,218.72,1119
2024-08-02 11:30:00,218.85,219.16,218.61,219.16,4340
2024-08-02 11:40:00,219.1,219.75,219.1,219.25,12483
2024-08-02 11:50:00,219.38,220.99,219.38,220.0,17847
2024-08-02 12:00:00,219.33,220.7701,218.5968,219.75,27871
2024-08-02 12:10:00,219.8,219.9805,219.25,219.25,9386
2024-08-02 12:20:00,219.2518,220.0,219.06,219.5,13032
2024-08-02 12:30:00,219.2,219.2,214.0,216.0003,56635
2024-08-02 12:40:00,216.23,216.73,215.81,216.3,16773
2024-08-02 12:50:00,216.95,218.4955,216.8215,217.36,13821
2024-08-02 13:00:00,217.0,217.19,216.15,216.7,9603
2024-08-02 13:10:00,216.2556,218.0,216.25,218.0,13967
2024-08-02 13:20:00,218.0001,218.28,216.0903,216.29,15845
2024-08-02 13:30:00,217.15,221.475,215.06,218.89,779203
2024-08-02 13:40:00,218.79,219.6076,213.41,214.455,644958
2024-08-02 13:50:00,214.42,214.99,212.63,213.95,612104
2024-08-02 14:00:00,213.8427,214.65,211.29,212.29,425845
2024-08-02 14:10:00,212.3,212.91,211.14,212.315,329189
2024-08-02 14:20:00,212.2864,213.69,212.2864,213.49,302620
2024-08-02 14:30:00,213.35,214.45,211.49,211.585,200441
2024-08-02 14:40:00,211.53,214.68,211.1401,214.2801,247271
2024-08-02 14:50:00,214.7,215.29,211.9,211.93,235550
2024-08-02 15:00:00,212.149,212.2499,211.3701,211.7625,214073
2024-08-02 15:10:00,211.76,213.286,211.76,213.135,239954
2024-08-02 15:20:00,213.125,213.4006,212.28,212.7521,192730
2024-08-02 15:30:00,212.745,214.737,212.36,214.57,233292
2024-08-02 15:40:00,214.585,216.7163,214.55,216.2101,312040
2024-08-02 15:50:00,216.53,216.6499,214.88,215.735,137456
2024-08-02 16:00:00,215.92,216.22,214.69,215.07,102536
2024-08-02 16:10:00,214.94,215.25,214.11,215.25,86341
2024-08-02 16:20:00,215.34,216.9247,215.33,216.0,156645
2024-08-02 16:30:00,215.94,216.2,215.0379,215.6,86503
2024-08-02 16:40:00,215.52,216.66,215.4032,215.9043,116610
2024-08-02 16:50:00,215.98,216.17,215.0,215.72,121833
2024-08-02 17:00:00,215.7,216.8,215.21,216.625,96060
2024-08-02 17:10:00,216.6999,217.58,216.39,217.42,155981
2024-08-02 17:20:00,217.45,217.7,216.92,217.17,169973
2024-08-02 17:30:00,217.2,217.75,217.11,217.15,129117
2024-08-02 17:40:00,217.21,217.25,215.37,215.84,104958
2024-08-02 17:50:00,215.89,216.41,215.78,216.17,62420
2024-08-02 18:00:00,216.2,216.9,215.905,216.21,71312
2024-08-02 18:10:00,216.42,216.6095,215.0,215.31,69059
2024-08-02 18:20:00,215.53,216.75,215.405,216.225,108471
2024-08-02 18:30:00,216.31,217.35,216.12,216.805,109478
2024-08-02 18:40:00,216.91,217.1847,216.2529,216.2529,83251
2024-08-02 18:50:00,216.414,216.96,216.1,216.1911,69800
2024-08-02 19:00:00,216.25,216.7099,215.9,216.48,98860
2024-08-02 19:10:00,216.5,217.2628,216.29,217.15,102462
2024-08-02 19:20:00,217.2168,218.1815,216.81,218.01,174728
2024-08-02 19:30:00,218.05,218.3499,217.0,217.073,201463
2024-08-02 19:40:00,217.03,217.61,216.26,217.5503,202733
2024-08-02 19:50:00,217.54,218.15,217.24,217.96,406291
2024-08-02 20:00:00,217.89,217.89,217.3,217.4,49760
2024-08-02 20:10:00,217.37,217.5843,216.61,217.5843,8727
2024-08-02 20:20:00,217.35,217.74,217.35,217.74,1038
2024-08-02 20:30:00,217.05,217.05,217.05,217.05,609
2024-08-02 20:40:00,217.63,217.66,217.35,217.6,1865
2024-08-02 20:50:00,217.6,217.6,217.1,217.1,22831
2024-08-02 21:00:00,217.89,217.89,217.15,217.558,27733
2024-08-02 21:10:00,217.1,217.89,217.0435,217.1,1685
2024-08-02 21:20:00,217.3499,217.3499,217.09,217.09,317
2024-08-02 21:30:00,217.3,217.3,217.3,217.3,340
2024-08-02 21:40:00,217.01,217.01,216.33,216.33,3253
2024-08-02 21:50:00,216.56,216.6,215.8483,216.39,3017
2024-08-02 22:00:00,216.0437,216.28,215.8858,215.8858,1972
2024-08-02 22:10:00,216.0,216.6,216.0,216.6,340
2024-08-02 22:30:00,217.08,217.08,216.7,216.7,1556
2024-08-02 22:40:00,216.9965,216.9965,216.9965,216.9965,256
2024-08-02 22:50:00,217.0,217.0,216.31,216.31,796
2024-08-02 23:00:00,216.2452,216.2452,216.2452,216.2452,300
2024-08-02 23:10:00,216.9016,216.9016,216.9016,216.9016,128
2024-08-02 23:30:00,216.58,216.58,216.01,216.01,1544
2024-08-02 23:40:00,216.8782,216.8782,215.15,215.2252,1037
2024-08-02 23:50:00,215.4915,216.8004,215.3194,215.52,2664
2024-08-05 08:00:00,205.0,209.66,201.0,207.0,12763
2024-08-05 08:10:00,209.0,209.0,208.0,208.0,3362
2024-08-05 08:20:00,208.1,208.2,206.71,208.2,5957
2024-08-05 08:30:00,208.4,208.51,205.0,206.68,22720
2024-08-05 08:40:00,205.48,205.48,205.0,205.01,2683
2024-08-05 08:50:00,204.6,204.6,204.2,204.2,3774
2024-08-05 09:00:00,205.31,205.31,205.0,205.0,1111
2024-08-05 09:10:00,204.21,204.9,204.2,204.2,2452
2024-08-05 09:20:00,205.11,205.11,205.11,205.11,552
2024-08-05 09:30:00,204.22,204.64,204.2,204.64,12574
2024-08-05 09:40:00,204.8,205.19,204.23,204.23,3251
2024-08-05 09:50:00,204.3,205.25,204.3,205.25,2496
2024-08-05 10:00:00,205.0,205.0,204.5,204.68,1313
2024-08-05 10:10:00,204.5,204.5,204.22,204.22,3376
2024-08-05 10:20:00,204.5,205.0,204.0,204.0,3105
2024-08-05 10:30:00,202.73,202.73,202.5,202.5,8117
2024-08-05 10:40:00,202.5,203.0,202.5,203.0,814
2024-08-05 10:50:00,202.53,203.0,202.17,203.0,3500
2024-08-05 11:00:00,202.5,204.22,202.5,202.82,21296
2024-08-05 11:10:00,202.5,203.5,202.5,202.66,11586
2024-08-05 11:20:00,203.0,203.5,202.3,202.3,9161
2024-08-05 11:30:00,203.0,203.0,201.5,201.79,18395
2024-08-05 11:40:00,202.0,202.01,201.3,201.3,3571
2024-08-05 11:50:00,201.4,201.4,201.1,201.2,10819
2024-08-05 12:00:00,202.8,208.5,192.2,199.6,75581
2024-08-05 12:10:00,199.6,199.6,198.0,198.47,25987
2024-08-05 12:20:00,198.75,198.75,195.01,196.1,35995
2024-08-05 12:30:00,197.0,198.528,196.0038,198.1,21474
2024-08-05 12:40:00,198.25,199.8,197.58,198.5,21232
2024-08-05 12:50:00,198.55,200.1772,198.51,200.01,23929
2024-08-05 13:00:00,200.0,203.14,199.85,202.0,33766
2024-08-05 13:10:00,201.5,203.45,201.1,203.0,23023
2024-08-05 13:20:00,203.4769,203.5,200.25,201.4,31679
2024-08-05 13:30:00,201.535,214.6,200.81,214.04,1215615
2024-08-05 13:40:00,213.7775,214.84,209.06,214.58,429211
2024-08-05 13:50:00,214.44,220.05,213.7,219.56,844601
2024-08-05 14:00:00,219.95,222.5,219.08,219.08,723134
2024-08-05 14:10:00,219.08,219.32,210.645,218.34,322221
2024-08-05 14:20:00,218.19,219.3999,210.75,215.975,324699
2024-08-05 14:30:00,215.87,220.07,215.684,219.48,259990
2024-08-05 14:40:00,219.48,219.74,217.5,217.67,234278
2024-08-05 14:50:00,217.53,219.245,216.18,216.385,191426
2024-08-05 15:00:00,216.66,219.33,215.17,218.97,172318
2024-08-05 15:10:00,219.01,221.67,218.5401,220.72,334024
2024-08-05 15:20:00,220.6303,223.3399,220.03,220.26,328735
2024-08-05 15:30:00,220.4,221.3877,220.05,220.8731,169336
