timestamp,open,high,low,close,volume
2024-08-04,111.1,112.11,91.07,92.85,62129668.0
2024-08-11,87.8,94.94,83.0,93.2,126402183.0
2024-08-18,93.61,109.47,92.6301,107.95,99316636.0
2024-08-25,107.5,111.0,100.31,102.9093,78299315.0
2024-09-01,102.76,103.3,91.12,96.1889,93913766.0
2024-09-08,96.35,96.39,85.26,86.16,68274410.0
2024-09-15,87.28,91.47,84.12,91.11,97762927.0
2024-09-22,91.09,91.5,85.92,91.1484,93497857.0
2024-09-29,92.0,114.8,90.9,107.1,238819785.0
2024-10-06,107.5,109.92,98.94,102.17,128850942.0
2024-10-13,102.25,107.65,100.322,106.8015,95468104.0
2024-10-20,107.0,114.14,102.71,111.0,90873972.0
2024-10-27,111.57,111.61,103.54,107.4401,58100832.0
2024-11-03,108.87,108.87,99.0707,99.95,59941112.0
2024-11-10,100.5,114.3,99.72,111.5996,62612214.0
2024-11-17,112.0,112.0,102.95,103.12,17574942.0
2024-12-01,98.84,99.5,96.1,97.88,13091306.0
2024-12-08,97.63,104.2498,96.8,101.0,71797751.0
2024-12-15,101.92,105.9,97.2701,102.75,84331785.0
2024-12-22,104.3,112.04,83.54,90.4099,250547951.0
2024-12-29,90.99,93.0,87.58,88.65,63704891.0
2025-01-05,89.12,90.195,84.05,89.95,67856777.0
2025-01-12,91.97,106.7399,90.96,99.2701,134895244.0
2025-01-19,97.66,105.94,92.88,105.75,90872692.0
2025-01-26,105.55,111.22,102.72,102.9,73995012.0
2025-02-02,98.31,98.92,87.76,90.45,139138900.0
2025-02-09,88.2,96.6088,87.15,91.95,65410761.0
2025-02-16,92.69,100.6983,87.35,99.33,79186219.0
2025-02-23,99.5,107.88,97.75,98.88,67363315.0
2025-03-02,99.49,100.7,89.87,93.73,83342058.0
2025-03-09,94.16,96.2,86.8,92.75,79419840.0
2025-03-16,91.69,102.78,85.76,100.72,97756313.0
2025-03-23,99.0,104.45,98.89,102.52,15306726.0
