datetime,open,high,low,close,volume
2024-08-01 08:00:00,173.62,173.78,173.15,173.18,4926.0
2024-08-01 08:30:00,173.07,173.07,172.87,172.87,624.0
2024-08-01 09:00:00,172.9,172.9,172.9,172.9,128.0
2024-08-01 09:30:00,172.99,173.05,172.91,173.05,11622.0
2024-08-01 10:00:00,173.15,173.15,173.15,173.15,651.0
2024-08-01 10:30:00,173.16,173.28,173.08,173.08,1084.0
2024-08-01 11:00:00,173.28,173.28,172.56,172.56,10188.0
2024-08-01 11:30:00,172.5,172.82,172.26,172.47,26434.0
2024-08-01 12:00:00,172.87,174.31,172.2416,173.03,119661.0
2024-08-01 12:30:00,173.03,173.8,173.0,173.63,40521.0
2024-08-01 13:00:00,173.57,173.71,171.52,171.72,286126.0
2024-08-01 13:30:00,171.98,175.65,171.89,175.47,3352966.0
2024-08-01 14:00:00,175.44,175.68,174.51,174.6,1358638.0
2024-08-01 14:30:00,174.58,174.85,173.535,174.1,873602.0
2024-08-01 15:00:00,174.11,174.31,172.76,172.86,988341.0
2024-08-01 15:30:00,172.84,173.04,171.89,171.89,671232.0
2024-08-01 16:00:00,171.905,172.67,171.81,172.12,502532.0
2024-08-01 16:30:00,172.1,172.25,171.575,171.7139,406428.0
2024-08-01 17:00:00,171.7001,171.91,171.3,171.55,552171.0
2024-08-01 17:30:00,171.57,171.68,170.82,171.65,527996.0
2024-08-01 18:00:00,171.64,171.79,170.58,170.72,619161.0
2024-08-01 18:30:00,170.71,171.13,170.51,170.99,537816.0
2024-08-01 19:00:00,170.98,171.5,170.7,171.4,633333.0
2024-08-01 19:30:00,171.39,172.48,171.19,172.46,2264356.0
2024-08-01 20:00:00,172.45,172.45,170.38,170.9,336790.0
2024-08-01 20:30:00,170.93,172.45,170.35,171.73,395086.0
2024-08-01 21:00:00,171.73,172.45,170.0,170.82,171649.0
2024-08-01 21:30:00,171.0,171.21,170.8018,171.21,4251.0
2024-08-01 22:00:00,171.26,172.45,170.2601,171.48,18150.0
2024-08-01 22:30:00,171.4953,171.4953,170.58,170.9102,3923.0
2024-08-01 23:00:00,170.51,172.45,170.51,172.25,13152.0
2024-08-01 23:30:00,172.25,172.45,172.01,172.02,11683.0
2024-08-02 08:00:00,169.74,171.0,169.38,170.12,19547.0
2024-08-02 08:30:00,170.5,170.66,170.47,170.52,4262.0
2024-08-02 09:00:00,170.31,170.31,169.8,169.8,1458.0
2024-08-02 09:30:00,169.7,169.77,169.6,169.77,4367.0
2024-08-02 10:00:00,169.97,169.97,169.4,169.9,8350.0
2024-08-02 10:30:00,169.74,169.74,169.4,169.43,5437.0
2024-08-02 11:00:00,169.44,169.45,169.39,169.39,3818.0
2024-08-02 11:30:00,169.5,169.5,169.13,169.13,5679.0
2024-08-02 12:00:00,169.71,170.19,169.0,170.19,32247.0
2024-08-02 12:30:00,169.78,170.67,167.93,168.6,120220.0
2024-08-02 13:00:00,168.55,168.68,167.43,168.09,165646.0
2024-08-02 13:30:00,168.19,170.21,167.88,168.81,2538497.0
2024-08-02 14:00:00,168.85,169.16,166.39,166.85,1761681.0
2024-08-02 14:30:00,166.8,167.82,166.54,167.2,826904.0
2024-08-02 15:00:00,167.21,168.25,167.0,167.9708,813216.0
2024-08-02 15:30:00,167.97,168.75,167.75,168.42,894142.0
2024-08-02 16:00:00,168.41,168.8,167.27,167.27,808905.0
2024-08-02 16:30:00,167.27,167.54,166.64,166.88,789265.0
2024-08-02 17:00:00,166.87,167.36,166.66,166.985,728077.0
2024-08-02 17:30:00,166.98,167.21,166.76,167.07,768380.0
2024-08-02 18:00:00,167.06,167.12,166.56,167.11,653510.0
2024-08-02 18:30:00,167.125,167.54,166.915,167.26,882794.0
2024-08-02 19:00:00,167.31,168.08,167.1,168.01,1088675.0
2024-08-02 19:30:00,168.0,168.53,167.215,168.4,2332863.0
2024-08-02 20:00:00,168.4,168.4,168.151,168.25,339392.0
2024-08-02 20:30:00,168.16,168.4,167.6,167.6,15219.0
2024-08-02 21:00:00,167.72,168.4,167.6,167.8499,21132.0
2024-08-02 21:30:00,167.88,167.89,167.7,167.83,2383.0
2024-08-02 22:00:00,167.9999,168.0,167.95,168.0,2160.0
2024-08-02 22:30:00,168.0,168.18,168.0,168.18,3086.0
2024-08-02 23:00:00,168.05,168.19,167.99,167.99,3894.0
2024-08-02 23:30:00,167.91,168.05,167.81,167.81,3129.0
2024-08-05 08:00:00,159.9,162.5,159.01,161.0,73838.0
2024-08-05 08:30:00,161.5,161.5,160.2,160.67,16946.0
2024-08-05 09:00:00,161.31,161.31,159.5,159.75,25929.0
2024-08-05 09:30:00,160.0,161.17,158.85,161.17,28925.0
2024-08-05 10:00:00,161.14,161.14,159.37,159.37,24427.0
2024-08-05 10:30:00,159.67,159.74,158.0,159.3,85672.0
2024-08-05 11:00:00,159.73,161.48,159.01,159.94,84282.0
2024-08-05 11:30:00,159.77,160.25,158.16,158.91,75779.0
2024-08-05 12:00:00,160.103,161.43,151.15,158.45,197309.0
2024-08-05 12:30:00,158.45,158.71,156.68,157.75,180376.0
2024-08-05 13:00:00,157.706,160.07,156.68,157.27,251182.0
2024-08-05 13:30:00,157.37,163.93,156.6,162.27,6314817.0
2024-08-05 14:00:00,162.34,164.03,160.465,162.51,2059182.0
2024-08-05 14:30:00,162.55,164.52,162.34,163.93,1680961.0
2024-08-05 15:00:00,163.91,165.94,163.2,164.81,1888058.0
2024-08-05 15:30:00,164.81,165.31,164.11,164.3,1069427.0
2024-08-05 16:00:00,164.32,165.18,163.81,165.16,918857.0
2024-08-05 16:30:00,165.16,165.19,163.84,163.93,944704.0
2024-08-05 17:00:00,163.91,165.12,163.91,164.59,804151.0
2024-08-05 17:30:00,164.58,164.98,164.255,164.44,884005.0
2024-08-05 18:00:00,164.43,164.52,163.32,163.93,1223445.0
2024-08-05 18:30:00,163.92,164.17,159.27,160.5845,5255888.0
2024-08-05 19:00:00,160.61,161.875,160.57,161.28,2320813.0
2024-08-05 19:30:00,161.27,161.48,159.99,160.78,4438923.0
