timestamp,open,high,low,close,volume
2024-08-01 09:00:00,280.24,280.24,276.0,276.0,938
2024-08-01 12:00:00,273.76,273.76,255.1,256.84,389563
2024-08-01 15:00:00,256.5,259.36,250.47,251.51,537513
2024-08-01 18:00:00,251.38,255.53,249.85,254.88,613290
2024-08-01 21:00:00,254.88,254.88,254.88,254.88,289
2024-08-02 12:00:00,251.0,251.0,240.04,245.27,473169
2024-08-02 15:00:00,245.27,247.68,241.825,242.07,460018
2024-08-02 18:00:00,242.07,243.74,240.4,240.92,629959
2024-08-02 21:00:00,240.92,240.92,240.92,240.92,1783
2024-08-05 09:00:00,230.97,230.97,230.13,230.13,472
2024-08-05 12:00:00,231.01,234.98,227.11,233.8891,310313
2024-08-05 15:00:00,233.56,242.57,232.63,239.32,432228
2024-08-05 18:00:00,239.405,241.56,238.21,239.55125,717785
2024-08-05 21:00:00,236.0,236.56,236.0,236.56,561
2024-08-06 12:00:00,242.04,249.11,240.01,248.005,183405
2024-08-06 15:00:00,248.05,251.98,244.52,250.01,292870
2024-08-06 18:00:00,249.955,252.25,246.97,248.03,401784
2024-08-06 21:00:00,248.03,248.03,247.0,247.0,908
2024-08-07 12:00:00,252.94,257.32,252.27,255.12,248414
2024-08-07 15:00:00,255.12,255.2,249.51,249.97,320406
2024-08-07 18:00:00,250.095,250.72,248.05,248.5,596123
2024-08-07 21:00:00,248.5,248.5,248.5,248.5,6356
2024-08-08 12:00:00,253.49,257.399,249.365,257.16,227497
2024-08-08 15:00:00,257.165,262.47,256.84,262.06,341946
2024-08-08 18:00:00,262.055,263.27,260.94,262.8,425420
2024-08-09 12:00:00,256.65,265.0,256.42,260.25,210974
2024-08-09 15:00:00,260.41,261.02,257.49,258.67,200625
2024-08-09 18:00:00,258.81,260.475,258.02,259.62,304494
2024-08-12 12:00:00,260.84,262.56,257.76,259.91,108934
2024-08-12 15:00:00,259.84,260.41,257.55,258.9,168792
2024-08-12 18:00:00,259.03,260.705,258.22,260.04,268470
2024-08-13 12:00:00,260.06,264.23,256.38,259.03,176493
2024-08-13 15:00:00,259.035,261.2599,258.53,260.66,163282
2024-08-13 18:00:00,260.44,262.72,260.435,262.0,263338
2024-08-14 12:00:00,262.17,264.37,261.46,262.7,154325
2024-08-14 15:00:00,262.8,262.9,260.24,261.825,243858
2024-08-14 18:00:00,261.65,263.64,261.41,263.47,294624
2024-08-15 12:00:00,266.91,269.6,265.2,267.89,102401
2024-08-15 15:00:00,268.03,270.63,267.96,270.55,151828
2024-08-15 18:00:00,270.57,270.67,267.12,267.94,212002
2024-08-15 21:00:00,267.94,267.94,267.94,267.94,4779
2024-08-16 12:00:00,268.0,269.99,263.63,264.5,107947
2024-08-16 15:00:00,264.81,267.82,263.82,267.7,124888
2024-08-16 18:00:00,267.79,267.79,265.86,265.89,190385
2024-08-19 12:00:00,265.94,266.49,262.9,266.17,112597
2024-08-19 15:00:00,265.74,266.4404,265.2979,265.89,79788
2024-08-19 18:00:00,265.88,268.33,265.56,268.1,227799
2024-08-20 12:00:00,268.06,269.53,264.42,264.655,73889
2024-08-20 15:00:00,264.65,265.8899,264.23,265.6,111623
2024-08-20 18:00:00,265.6,267.39,265.37,266.86,168385
2024-08-20 21:00:00,266.86,266.86,266.86,266.86,862
2024-08-21 12:00:00,266.63,272.54,265.27,271.26,211515
2024-08-21 15:00:00,270.99,271.5,268.31,271.05,143797
2024-08-21 18:00:00,271.12,271.5,269.15,269.36,249893
2024-08-22 12:00:00,269.66,271.0,267.1,267.1,69931
2024-08-22 15:00:00,267.11,268.83,265.88,266.55,130349
2024-08-22 18:00:00,266.73,268.08,266.3,267.8,199797
2024-08-23 09:00:00,271.01,271.01,271.01,271.01,105
2024-08-23 12:00:00,269.54,272.83,266.925,271.545,90318
2024-08-23 15:00:00,271.11,273.75,271.1,272.85,89538
2024-08-23 18:00:00,273.03,274.41,272.75,273.17,204655
2024-08-26 12:00:00,273.28,276.31,271.3,271.3,82702
2024-08-26 15:00:00,271.425,272.51,270.37,271.21,67579
2024-08-26 18:00:00,271.18,272.12,270.685,271.01,125973
2024-08-27 12:00:00,269.86,272.04,266.0,270.52,84954
2024-08-27 15:00:00,270.63,270.63,268.13,269.58,68384
2024-08-27 18:00:00,269.77,271.16,269.65,270.36,146448
2024-08-28 12:00:00,270.36,271.47,268.54,270.27,61086
2024-08-28 15:00:00,270.4,271.43,267.315,267.315,174556
2024-08-28 18:00:00,267.29,269.405,266.96,267.5,196563
2024-08-28 21:00:00,267.5,267.5,267.5,267.5,39608
2024-08-29 12:00:00,269.0,272.28,266.47,271.655,108318
2024-08-29 15:00:00,271.82,276.32,271.3141,276.11,149841
2024-08-29 18:00:00,275.905,275.905,270.535,271.05,172425
2024-08-29 21:00:00,271.05,271.05,271.05,271.05,6737
2024-08-30 12:00:00,271.91,274.58,271.895,273.32,42384
2024-08-30 15:00:00,273.14,273.9181,270.465,271.955,76312
2024-08-30 18:00:00,272.45,275.665,272.27,275.13,195130
2024-09-03 09:00:00,274.91,274.91,273.0,273.0,497
2024-09-03 12:00:00,275.13,275.13,260.06,262.95,277428
2024-09-03 15:00:00,262.865,264.62,258.94,259.86,278760
2024-09-03 18:00:00,259.84,260.11,255.76,257.6,443796
2024-09-03 21:00:00,257.6,257.6,257.6,257.6,38942
2024-09-04 12:00:00,255.91,257.55,253.65,256.74,184744
2024-09-04 15:00:00,257.04,257.67,254.03,255.73,170469
2024-09-04 18:00:00,255.835,256.22,253.98,255.67,211053
2024-09-04 21:00:00,255.67,255.67,255.67,255.67,2865
2024-09-05 12:00:00,254.92,255.13,250.15,252.14,112371
2024-09-05 15:00:00,252.3174,253.055,250.66,251.0,197454
2024-09-05 18:00:00,250.97,252.25,250.505,251.39,263096
2024-09-06 12:00:00,252.63,254.86,248.9561,249.31,98144
2024-09-06 15:00:00,249.825,252.02,247.32,248.91,149005
2024-09-06 18:00:00,248.96,249.63,247.075,247.92,226438
2024-09-09 12:00:00,251.03,252.52,248.27,249.14,109837
2024-09-09 15:00:00,248.91,251.48,248.06,250.77,183215
2024-09-09 18:00:00,250.7,251.2099,249.15,250.06,286680
2024-09-10 12:00:00,250.41,251.41,247.88,249.17,97456
2024-09-10 15:00:00,249.25,250.42,246.9092,248.203,158997
2024-09-10 18:00:00,248.5,250.35,248.35,250.03,253630
2024-09-11 09:00:00,249.8,249.8,249.8,249.8,108
2024-09-11 12:00:00,251.96,253.43,250.5,252.56,134601
2024-09-11 15:00:00,252.505,263.31,252.23,262.55,319135
2024-09-11 18:00:00,262.79,264.215,261.97,263.09,234338
2024-09-12 12:00:00,264.0,269.92,263.37,267.935,103327
2024-09-12 15:00:00,268.0,270.37,266.145,270.0299,178448
2024-09-12 18:00:00,269.795,269.83,267.09,268.5,246276
2024-09-13 12:00:00,270.45,272.34,268.29,269.665,71670
2024-09-13 15:00:00,269.665,272.7,269.665,270.075,121255
2024-09-13 18:00:00,269.96,270.3,268.16,269.54,184095
2024-09-13 21:00:00,269.54,269.54,269.54,269.54,1070
2024-09-16 12:00:00,270.65,271.88,267.401,268.92,59258
2024-09-16 15:00:00,268.64,272.62,267.781,272.435,100000
2024-09-16 18:00:00,272.37,272.75,271.1447,271.54,153695
2024-09-16 21:00:00,271.54,271.54,271.54,271.54,620
2024-09-17 12:00:00,274.08,275.77,271.4,273.89,78816
2024-09-17 15:00:00,274.28,275.18,270.393,273.15,68691
2024-09-17 18:00:00,273.07,274.46,271.76,273.92,114815
2024-09-17 21:00:00,274.0,274.0,274.0,274.0,100
2024-09-18 12:00:00,272.85,276.0,272.0,274.19,91455
2024-09-18 15:00:00,273.95,275.33,272.56,274.39,119165
2024-09-18 18:00:00,273.74,279.47,271.955,272.06,310687
2024-09-19 06:00:00,276.34,276.34,276.34,276.34,145
2024-09-19 12:00:00,279.75,284.47,277.53,284.13,138386
2024-09-19 15:00:00,284.385,289.17,283.45,287.7934,280260
2024-09-19 18:00:00,287.97,291.71,287.27,289.73,450378
2024-09-20 12:00:00,289.73,293.8,281.6,288.775,338496
2024-09-20 15:00:00,288.775,291.965,287.325,291.9,317822
2024-09-20 18:00:00,291.795,291.795,289.74,290.89,337239
2024-09-23 09:00:00,292.8,292.8,292.6,292.6,339
2024-09-23 12:00:00,292.79,297.265,291.16,294.875,164854
2024-09-23 15:00:00,294.875,298.185,292.855,296.42,222948
2024-09-23 18:00:00,296.28,297.05,294.92,296.13,321399
2024-09-23 21:00:00,298.6525,298.6525,296.98,296.98,425
2024-09-24 09:00:00,297.27,297.27,297.27,297.27,108
2024-09-24 12:00:00,296.05,298.0899,294.46,295.61,116587
2024-09-24 15:00:00,295.55,297.6,295.0437,296.75,127422
2024-09-24 18:00:00,296.76,298.49,296.44,298.24,256243
2024-09-24 21:00:00,299.0,299.0,299.0,299.0,200
2024-09-25 12:00:00,299.02,301.35,298.0,299.52,164069
2024-09-25 15:00:00,299.38,302.24,298.8,301.03,165925
2024-09-25 18:00:00,300.63,300.63,296.83,297.94,278692
2024-09-26 09:00:00,300.61,300.61,300.61,300.61,101
2024-09-26 12:00:00,301.9,306.5,298.94,299.2,210693
2024-09-26 15:00:00,299.14,299.41,294.85,299.08,207647
2024-09-26 18:00:00,299.075,299.91,295.75,296.36,204449
2024-09-26 21:00:00,296.36,296.36,296.36,296.36,137
2024-09-27 12:00:00,298.0,301.3,296.82,299.31,97648
2024-09-27 15:00:00,298.78,299.0573,296.23,296.9,121550
2024-09-27 18:00:00,297.06,297.99,295.201,296.74,396360
2024-09-30 12:00:00,296.74,298.89,295.15,297.55,62581
2024-09-30 15:00:00,297.92,299.3,296.38,296.64,107766
2024-09-30 18:00:00,296.65,298.41,295.0,298.15,237694
2024-10-01 09:00:00,301.01,301.01,301.01,301.01,171
2024-10-01 12:00:00,298.0,298.0,293.24,295.04,103607
2024-10-01 15:00:00,294.975,297.46,292.6071,297.425,194624
